"frequency";"r ngspice/ac.s_2_1_db";"i ngspice/ac.s_2_1_db"
4.42001e+09;-12.9795;0
4.43001e+09;-13.0544;0
4.44001e+09;-13.1286;0
4.45001e+09;-13.2025;0
4.46001e+09;-13.2761;0
4.47001e+09;-13.3494;0
4.48001e+09;-13.4224;0
4.49001e+09;-13.495;0
4.50001e+09;-13.5673;0
4.51001e+09;-13.6393;0
4.52001e+09;-13.711;0
4.53001e+09;-13.7824;0
4.54001e+09;-13.8535;0
4.55001e+09;-13.9241;0
4.56001e+09;-13.9947;0
4.57001e+09;-14.0649;0
4.58001e+09;-14.1348;0
4.59001e+09;-14.2043;0
4.60001e+09;-14.2736;0
4.61001e+09;-14.3426;0
4.62001e+09;-14.4112;0
4.63001e+09;-14.4796;0
4.64001e+09;-14.5477;0
4.65001e+09;-14.6155;0
4.66001e+09;-14.683;0
4.67001e+09;-14.75;0
4.68001e+09;-14.8172;0
4.69001e+09;-14.8838;0
4.70001e+09;-14.9502;0
4.71001e+09;-15.0163;0
4.72001e+09;-15.0821;0
4.73001e+09;-15.1476;0
4.74001e+09;-15.2129;0
4.75001e+09;-15.2777;0
4.76001e+09;-15.3426;0
4.77001e+09;-15.407;0
4.78001e+09;-15.4712;0
4.79001e+09;-15.5349;0
4.80001e+09;-15.5988;0
4.81001e+09;-15.6619;0
4.82001e+09;-15.7252;0
4.83001e+09;-15.7881;0
4.84001e+09;-15.8507;0
4.85001e+09;-15.913;0
4.86001e+09;-15.975;0
4.87001e+09;-16.0368;0
4.88001e+09;-16.0984;0
4.89001e+09;-16.1595;0
4.90001e+09;-16.2207;0
4.91001e+09;-16.2815;0
4.92001e+09;-16.3421;0
4.93001e+09;-16.4024;0
4.94001e+09;-16.4624;0
4.95001e+09;-16.5222;0
4.96001e+09;-16.5818;0
4.97001e+09;-16.6411;0
4.98001e+09;-16.7;0
4.99001e+09;-16.759;0
5.00001e+09;-16.8175;0
5.01001e+09;-16.8757;0
5.02001e+09;-16.934;0
5.03001e+09;-16.9919;0
5.04001e+09;-17.0495;0
5.05001e+09;-17.1069;0
5.06001e+09;-17.1641;0
5.07001e+09;-17.221;0
5.08001e+09;-17.2776;0
5.09001e+09;-17.3342;0
5.10001e+09;-17.3905;0
5.11001e+09;-17.4465;0
5.12001e+09;-17.5023;0
5.13001e+09;-17.5577;0
5.14001e+09;-17.6131;0
5.15001e+09;-17.6684;0
5.16001e+09;-17.7233;0
5.17001e+09;-17.778;0
5.18001e+09;-17.8325;0
5.19001e+09;-17.8867;0
5.20001e+09;-17.9406;0
5.21001e+09;-17.9946;0
5.22001e+09;-18.0481;0
5.23001e+09;-18.1016;0
5.24001e+09;-18.1548;0
5.25001e+09;-18.2078;0
5.26001e+09;-18.2604;0
5.27001e+09;-18.3132;0
5.28001e+09;-18.3655;0
5.29001e+09;-18.4177;0
5.30001e+09;-18.4695;0
