"frequency";"r ngspice/ac.s_1_1_db";"i ngspice/ac.s_1_1_db"
4.48001e+09;-3.41439;0
4.49001e+09;-3.41089;0
4.50001e+09;-3.40746;0
4.51001e+09;-3.4041;0
4.52001e+09;-3.40079;0
4.53001e+09;-3.39755;0
4.54001e+09;-3.39437;0
4.55001e+09;-3.39152;0
4.56001e+09;-3.3882;0
4.57001e+09;-3.38521;0
4.58001e+09;-3.38228;0
4.59001e+09;-3.3794;0
4.60001e+09;-3.37659;0
4.61001e+09;-3.37384;0
4.62001e+09;-3.37114;0
4.63001e+09;-3.36851;0
4.64001e+09;-3.36594;0
4.65001e+09;-3.36342;0
4.66001e+09;-3.36096;0
4.67001e+09;-3.3588;0
4.68001e+09;-3.35622;0
4.69001e+09;-3.35393;0
4.70001e+09;-3.3517;0
4.71001e+09;-3.34953;0
4.72001e+09;-3.34741;0
4.73001e+09;-3.34535;0
4.74001e+09;-3.34335;0
4.75001e+09;-3.34163;0
4.76001e+09;-3.33951;0
4.77001e+09;-3.33767;0
4.78001e+09;-3.33589;0
4.79001e+09;-3.33439;0
4.80001e+09;-3.33249;0
4.81001e+09;-3.33109;0
4.82001e+09;-3.3293;0
4.83001e+09;-3.32779;0
4.84001e+09;-3.32633;0
4.85001e+09;-3.32493;0
4.86001e+09;-3.32357;0
4.87001e+09;-3.32227;0
4.88001e+09;-3.32103;0
4.89001e+09;-3.32004;0
4.90001e+09;-3.31869;0
4.91001e+09;-3.3176;0
4.92001e+09;-3.31656;0
4.93001e+09;-3.31557;0
4.94001e+09;-3.31463;0
4.95001e+09;-3.31374;0
4.96001e+09;-3.31291;0
4.97001e+09;-3.31212;0
4.98001e+09;-3.31159;0
4.99001e+09;-3.3107;0
5.00001e+09;-3.31007;0
5.01001e+09;-3.30968;0
5.02001e+09;-3.30895;0
5.03001e+09;-3.30847;0
5.04001e+09;-3.30803;0
5.05001e+09;-3.30765;0
5.06001e+09;-3.30731;0
5.07001e+09;-3.30702;0
5.08001e+09;-3.30697;0
5.09001e+09;-3.30659;0
5.10001e+09;-3.30645;0
5.11001e+09;-3.30635;0
5.12001e+09;-3.30631;0
5.13001e+09;-3.30649;0
5.14001e+09;-3.30654;0
5.15001e+09;-3.30645;0
5.16001e+09;-3.3066;0
5.17001e+09;-3.30679;0
5.18001e+09;-3.30703;0
5.19001e+09;-3.30732;0
5.20001e+09;-3.30782;0
5.21001e+09;-3.30803;0
5.22001e+09;-3.30863;0
5.23001e+09;-3.30893;0
5.24001e+09;-3.30945;0
5.25001e+09;-3.31002;0
5.26001e+09;-3.3108;0
5.27001e+09;-3.31129;0
5.28001e+09;-3.31199;0
5.29001e+09;-3.31274;0
5.30001e+09;-3.3137;0
5.31001e+09;-3.31438;0
5.32001e+09;-3.31527;0
5.33001e+09;-3.3162;0
5.34001e+09;-3.31718;0
5.35001e+09;-3.3182;0
5.36001e+09;-3.31927;0
5.37001e+09;-3.32038;0
5.38001e+09;-3.32154;0
5.39001e+09;-3.32274;0
5.40001e+09;-3.32399;0
5.41001e+09;-3.32543;0
5.42001e+09;-3.32662;0
