"frequency";"r ngspice/ac.s_2_2_db";"i ngspice/ac.s_2_2_db"
3.11084e+09;-0.0390703;0
3.12084e+09;-0.0378497;0
3.13084e+09;-0.0366832;0
3.14084e+09;-0.0355674;0
3.15084e+09;-0.0344999;0
3.16084e+09;-0.0334779;0
3.17084e+09;-0.0324988;0
3.18084e+09;-0.0315604;0
3.19084e+09;-0.0306604;0
3.20084e+09;-0.0297969;0
3.21084e+09;-0.0289677;0
3.22084e+09;-0.0281715;0
3.23084e+09;-0.0274064;0
3.24084e+09;-0.0266709;0
3.25084e+09;-0.0259634;0
3.26084e+09;-0.0252827;0
3.27084e+09;-0.0246273;0
3.28084e+09;-0.0239961;0
3.29084e+09;-0.0233879;0
3.30084e+09;-0.0228018;0
3.31083e+09;-0.0222366;0
3.32083e+09;-0.0216914;0
3.33083e+09;-0.0211651;0
3.34083e+09;-0.0206573;0
3.35083e+09;-0.0201665;0
3.36083e+09;-0.0196927;0
3.37083e+09;-0.0192346;0
3.38083e+09;-0.0187919;0
3.39083e+09;-0.0183637;0
3.40083e+09;-0.0179495;0
3.41083e+09;-0.0175486;0
3.42083e+09;-0.0171605;0
3.43083e+09;-0.0167847;0
3.44083e+09;-0.0164207;0
3.45083e+09;-0.0160681;0
3.46083e+09;-0.0157262;0
3.47083e+09;-0.0153949;0
3.48083e+09;-0.0150735;0
3.49083e+09;-0.0147617;0
3.50083e+09;-0.0144591;0
3.51082e+09;-0.0141656;0
3.52082e+09;-0.0138807;0
3.53082e+09;-0.0136039;0
3.54082e+09;-0.0133351;0
3.55082e+09;-0.0130739;0
3.56082e+09;-0.01282;0
3.57082e+09;-0.0125733;0
3.58082e+09;-0.0123335;0
3.59082e+09;-0.0121002;0
3.60082e+09;-0.0118733;0
3.61082e+09;-0.0116526;0
3.62082e+09;-0.0114378;0
3.63082e+09;-0.0112286;0
3.64082e+09;-0.011025;0
3.65082e+09;-0.0108268;0
3.66082e+09;-0.0106337;0
3.67082e+09;-0.0104456;0
3.68082e+09;-0.0102624;0
3.69082e+09;-0.0100837;0
3.70082e+09;-0.00990959;0
3.71081e+09;-0.00973985;0
3.72081e+09;-0.00957434;0
3.73081e+09;-0.00941292;0
3.74081e+09;-0.00925545;0
3.75081e+09;-0.00910181;0
3.76081e+09;-0.00895189;0
3.77081e+09;-0.00880551;0
3.78081e+09;-0.00866267;0
3.79081e+09;-0.00852321;0
3.80081e+09;-0.00838697;0
3.81081e+09;-0.00825401;0
3.82081e+09;-0.00812409;0
3.83081e+09;-0.00799715;0
3.84081e+09;-0.00787307;0
3.85081e+09;-0.00775185;0
3.86081e+09;-0.00763336;0
3.87081e+09;-0.00751754;0
3.88081e+09;-0.00740428;0
3.89081e+09;-0.00729354;0
3.90081e+09;-0.00718522;0
3.9108e+09;-0.00707923;0
3.9208e+09;-0.00697558;0
3.9308e+09;-0.00687416;0
3.9408e+09;-0.00677487;0
3.9508e+09;-0.00667778;0
3.9608e+09;-0.0065827;0
3.9708e+09;-0.00648962;0
3.9808e+09;-0.00639845;0
3.9908e+09;-0.0063092;0
4.0008e+09;-0.00622176;0
4.0108e+09;-0.00613619;0
4.0208e+09;-0.00605233;0
4.0308e+09;-0.00597016;0
4.0408e+09;-0.00588965;0
4.0508e+09;-0.00581072;0
4.0608e+09;-0.0057334;0
4.0708e+09;-0.0056576;0
4.0808e+09;-0.0055833;0
4.0908e+09;-0.00551045;0
4.1008e+09;-0.00543902;0
4.11079e+09;-0.00536894;0
4.12079e+09;-0.00530021;0
4.13079e+09;-0.00523282;0
4.14079e+09;-0.00516674;0
4.15079e+09;-0.00510189;0
4.16079e+09;-0.00503826;0
4.17079e+09;-0.00497581;0
4.18079e+09;-0.0049145;0
4.19079e+09;-0.00485435;0
4.20079e+09;-0.00479531;0
4.21079e+09;-0.00473735;0
4.22079e+09;-0.00468045;0
4.23079e+09;-0.00462458;0
4.24079e+09;-0.00456971;0
4.25079e+09;-0.0045158;0
4.26079e+09;-0.00446288;0
4.27079e+09;-0.00441089;0
4.28079e+09;-0.00435983;0
4.29079e+09;-0.00430966;0
4.30079e+09;-0.00426036;0
4.31078e+09;-0.00421193;0
4.32078e+09;-0.00416428;0
4.33078e+09;-0.00411752;0
4.34078e+09;-0.00407155;0
4.35078e+09;-0.00402633;0
4.36078e+09;-0.00398192;0
4.37078e+09;-0.00393824;0
4.38078e+09;-0.00389529;0
4.39078e+09;-0.00385303;0
4.40078e+09;-0.00381148;0
4.41078e+09;-0.00377066;0
4.42078e+09;-0.00373049;0
4.43078e+09;-0.00369098;0
4.44078e+09;-0.00365211;0
4.45078e+09;-0.00361387;0
4.46078e+09;-0.00357623;0
4.47078e+09;-0.00353922;0
4.48078e+09;-0.00350277;0
4.49078e+09;-0.00346693;0
4.50078e+09;-0.00343167;0
4.51077e+09;-0.00339695;0
4.52077e+09;-0.00336278;0
4.53077e+09;-0.00332912;0
4.54077e+09;-0.003296;0
4.55077e+09;-0.0032634;0
4.56077e+09;-0.00323128;0
4.57077e+09;-0.00319969;0
4.58077e+09;-0.00316856;0
4.59077e+09;-0.00313791;0
4.60077e+09;-0.00310769;0
4.61077e+09;-0.00307797;0
4.62077e+09;-0.00304867;0
4.63077e+09;-0.00301984;0
4.64077e+09;-0.00299142;0
4.65077e+09;-0.00296342;0
4.66077e+09;-0.00293584;0
4.67077e+09;-0.00290864;0
4.68077e+09;-0.00288186;0
4.69077e+09;-0.00285547;0
4.70077e+09;-0.00282946;0
4.71076e+09;-0.00280382;0
4.72076e+09;-0.00277856;0
4.73076e+09;-0.00275365;0
4.74076e+09;-0.00272909;0
4.75076e+09;-0.00270489;0
4.76076e+09;-0.00268103;0
4.77076e+09;-0.0026575;0
4.78076e+09;-0.00263432;0
4.79076e+09;-0.00261145;0
4.80076e+09;-0.0025889;0
4.81076e+09;-0.00256665;0
4.82076e+09;-0.00254471;0
4.83076e+09;-0.00252308;0
4.84076e+09;-0.00250174;0
4.85076e+09;-0.0024807;0
4.86076e+09;-0.00245994;0
4.87076e+09;-0.00243948;0
4.88076e+09;-0.00241927;0
4.89076e+09;-0.00239934;0
4.90076e+09;-0.00237966;0
4.91075e+09;-0.00236026;0
4.92075e+09;-0.00234113;0
4.93075e+09;-0.00232224;0
4.94075e+09;-0.00230358;0
4.95075e+09;-0.00228519;0
4.96075e+09;-0.00226703;0
4.97075e+09;-0.00224911;0
4.98075e+09;-0.00223142;0
4.99075e+09;-0.00221395;0
5.00075e+09;-0.00219672;0
5.01075e+09;-0.00217969;0
5.02075e+09;-0.00216289;0
5.03075e+09;-0.0021463;0
5.04075e+09;-0.00212993;0
5.05075e+09;-0.00211376;0
5.06075e+09;-0.0020978;0
5.07075e+09;-0.00208203;0
5.08075e+09;-0.00206645;0
5.09075e+09;-0.00205108;0
5.10075e+09;-0.0020359;0
5.11074e+09;-0.0020209;0
5.12074e+09;-0.00200608;0
5.13074e+09;-0.00199146;0
5.14074e+09;-0.00197701;0
5.15074e+09;-0.00196272;0
5.16074e+09;-0.00194861;0
5.17074e+09;-0.00193468;0
5.18074e+09;-0.00192092;0
5.19074e+09;-0.00190731;0
5.20074e+09;-0.00189387;0
5.21074e+09;-0.0018806;0
5.22074e+09;-0.00186747;0
5.23074e+09;-0.0018545;0
5.24074e+09;-0.00184169;0
